month_year,vehicle_class,ev_sales_quantity
2015-02,Harvester,0
2015-02,Hearses,0
2015-02,Luxury Cab,0
2015-02,M-Cycle/Scooter,104
2015-02,M-Cycle/Scooter-With Side Car,0
2015-02,Maxi Cab,1
2015-02,Mobile Canteen,0
2015-02,Mobile Clinic,0
2015-02,Mobile Workshop,0
2015-02,Moped,5
2015-02,Motor Cab,0
2015-02,Motor Car,55
2015-02,Motor Cycle/Scooter-Sidecar(T),0
2015-02,Motor Cycle/Scooter-Used For Hire,0
2015-02,Motor Cycle/Scooter-With Trailer,0
2015-02,Motorised Cycle (Cc > 25Cc),0
2015-02,Omni Bus,0
2015-02,Omni Bus (Private Use),0
2015-02,Power Tiller,0
2015-02,Power Tiller (Commercial),0
2015-02,Private Service Vehicle,0
2015-02,Private Service Vehicle (Individual Use),0
2015-02,Recovery Vehicle,0
2015-02,Road Roller,0
2015-02,Three Wheeler (Goods),1
2015-02,Three Wheeler (Passenger),2
2015-02,Three Wheeler (Personal),0
2015-02,Tow Truck,0
2015-02,Tower Wagon,0
2015-02,Tractor (Commercial),0
2015-02,Tractor-Trolley(Commercial),0
2015-02,Trailer (Agricultural),5
2015-02,Trailer (Commercial),1
2015-02,Trailer For Personal Use,0
2015-02,Tree Trimming Vehicle,0
2015-02,Vehicle Fitted With Compressor,0
2015-02,Vehicle Fitted With Generator,0
2015-02,Vehicle Fitted With Rig,0
2015-03,Adapted Vehicle,0
2015-03,Agricultural Tractor,0
2015-03,Ambulance,0
2015-03,Animal Ambulance,0
2015-03,Articulated Vehicle,0
2015-03,Auxiliary Trailer,0
2015-03,Breakdown Van,0
2015-03,Bus,0
2015-03,Camper Van / Trailer,0
2015-03,Camper Van / Trailer (Private Use),1
2015-03,Cash Van,0
2015-03,Construction Equipment Vehicle,0
2015-03,Construction Equipment Vehicle (Commercial),0
2015-03,Crane Mounted Vehicle,0
2015-03,Dumper,0
2015-03,Earth Moving Equipment,0
2015-03,Educational Institution Bus,0
2015-03,Excavator (Commercial),0
2015-03,Excavator (Nt),0
2015-03,Fire Fighting Vehicle,0
2015-03,Fire Tenders,0
2015-03,Fork Lift,5
2015-03,Goods Carrier,2
2015-03,Harvester,0
2015-03,Hearses,0
2015-03,Library Van,0
2015-03,Luxury Cab,0
2015-03,M-Cycle/Scooter,139
2015-03,M-Cycle/Scooter-With Side Car,0
2015-03,Maxi Cab,0
2015-03,Mobile Canteen,0
2015-03,Mobile Clinic,0
2015-03,Mobile Workshop,0
2015-03,Moped,5
2015-03,Motor Cab,0
2015-03,Motor Car,56
2015-03,Motor Cycle/Scooter-Sidecar(T),0
2015-03,Motor Cycle/Scooter-Used For Hire,0
2015-03,Motorised Cycle (Cc > 25Cc),0
2015-03,Omni Bus,0
2015-03,Omni Bus (Private Use),1
2015-03,Power Tiller,0
2015-03,Power Tiller (Commercial),0
2015-03,Private Service Vehicle,0
2015-03,Private Service Vehicle (Individual Use),0
2015-03,Recovery Vehicle,0
2015-03,Road Roller,0
2015-03,Three Wheeler (Goods),0
2015-03,Three Wheeler (Passenger),1
2015-03,Three Wheeler (Personal),0
2015-03,Tow Truck,0
2015-03,Tower Wagon,0
2015-03,Tractor (Commercial),0
2015-03,Tractor-Trolley(Commercial),0
2015-03,Trailer (Agricultural),9
2015-03,Trailer (Commercial),3
2015-03,Trailer For Personal Use,0
2015-03,Vehicle Fitted With Compressor,0
2015-03,Vehicle Fitted With Generator,0
2015-03,Vehicle Fitted With Rig,0
2015-04,Adapted Vehicle,0
2015-04,Agricultural Tractor,0
2015-04,Ambulance,0
2015-04,Animal Ambulance,0
2015-04,Articulated Vehicle,0
2015-04,Breakdown Van,0
2015-04,Bulldozer,0
2015-04,Bus,1
2015-04,Camper Van / Trailer,0
2015-04,Camper Van / Trailer (Private Use),0
2015-04,Cash Van,0
2015-04,Construction Equipment Vehicle,0
2015-04,Construction Equipment Vehicle (Commercial),0
2015-04,Crane Mounted Vehicle,0
2015-04,Dumper,0
2015-04,E-Rickshaw(P),8
2015-04,Earth Moving Equipment,0
2015-04,Educational Institution Bus,0
2015-04,Excavator (Commercial),0
2015-04,Excavator (Nt),0
2015-04,Fire Fighting Vehicle,0
2015-04,Fire Tenders,0
2015-04,Fork Lift,1
2015-04,Goods Carrier,2
2015-04,Harvester,0
2015-04,Hearses,0
2015-04,Luxury Cab,0
2015-04,M-Cycle/Scooter,109
2015-04,M-Cycle/Scooter-With Side Car,0
2015-04,Maxi Cab,0
2015-04,Mobile Canteen,0
2015-04,Mobile Clinic,0
2015-04,Moped,4
2015-04,Motor Cab,4
2015-04,Motor Car,39
2015-04,Motor Cycle/Scooter-Sidecar(T),0
2015-04,Motor Cycle/Scooter-Used For Hire,0
2015-04,Motorised Cycle (Cc > 25Cc),0
2015-04,Omni Bus,0
2015-04,Omni Bus (Private Use),0
2015-04,Power Tiller (Commercial),0
2015-04,Private Service Vehicle,0
2015-04,Private Service Vehicle (Individual Use),0
2015-04,Recovery Vehicle,0
2015-04,Road Roller,0
2015-04,Snorked Ladders,0
2015-04,Three Wheeler (Goods),1
2015-04,Three Wheeler (Passenger),2
2015-04,Three Wheeler (Personal),0
2015-04,Tow Truck,0
2015-04,Tractor (Commercial),0
2015-04,Tractor-Trolley(Commercial),0
2015-04,Trailer (Agricultural),3
2015-04,Trailer (Commercial),1
2015-04,Trailer For Personal Use,0
2015-04,Tree Trimming Vehicle,0
2015-04,Vehicle Fitted With Compressor,0
2015-04,Vehicle Fitted With Generator,0
2015-04,Vehicle Fitted With Rig,0
2015-05,Adapted Vehicle,0
2015-05,Agricultural Tractor,1
2015-05,Ambulance,0
2015-05,Articulated Vehicle,0
2015-05,Auxiliary Trailer,0
2015-05,Breakdown Van,0
2015-05,Bus,1
2015-05,Camper Van / Trailer,0
2015-05,Camper Van / Trailer (Private Use),0
2015-05,Cash Van,0
2015-05,Construction Equipment Vehicle,0
2015-05,Construction Equipment Vehicle (Commercial),0
2015-05,Crane Mounted Vehicle,0
2015-05,Dumper,0
2015-05,E-Rickshaw With Cart (G),0
2015-05,E-Rickshaw(P),41
2015-05,Earth Moving Equipment,0
2015-05,Educational Institution Bus,0
2015-05,Excavator (Commercial),0
2015-05,Excavator (Nt),0
2015-05,Fire Fighting Vehicle,0
2015-05,Fire Tenders,0
2015-05,Fork Lift,2
2015-05,Goods Carrier,3
2015-05,Harvester,0
2015-05,Hearses,0
2015-05,Library Van,0
2015-05,Luxury Cab,0
2015-05,M-Cycle/Scooter,80
2015-05,M-Cycle/Scooter-With Side Car,0
2015-05,Maxi Cab,0
2015-05,Mobile Canteen,0
2015-05,Mobile Clinic,0
2015-05,Mobile Workshop,0
2015-05,Moped,6
2015-05,Motor Cab,0
2015-05,Motor Car,55
2015-05,Motor Cycle/Scooter-Sidecar(T),0
2015-05,Motor Cycle/Scooter-Used For Hire,0
2015-05,Motorised Cycle (Cc > 25Cc),0
2015-05,Omni Bus,0
2015-05,Omni Bus (Private Use),0
2015-05,Power Tiller,0
2015-05,Power Tiller (Commercial),0
2015-05,Private Service Vehicle,0
2015-05,Private Service Vehicle (Individual Use),0
2015-05,Recovery Vehicle,0
2015-05,Road Roller,0
2015-05,Three Wheeler (Goods),0
2015-05,Three Wheeler (Passenger),1
2015-05,Three Wheeler (Personal),0
2015-05,Tow Truck,0
2015-05,Tractor (Commercial),0
2015-05,Tractor-Trolley(Commercial),0
2015-05,Trailer (Agricultural),5
2015-05,Trailer (Commercial),0
2015-05,Trailer For Personal Use,0
2015-05,Tree Trimming Vehicle,0
2015-05,Vehicle Fitted With Compressor,0
2015-05,Vehicle Fitted With Generator,0
2015-05,Vehicle Fitted With Rig,0
2015-06,Adapted Vehicle,1
2015-06,Agricultural Tractor,2
2015-06,Ambulance,0
2015-06,Animal Ambulance,0
2015-06,Articulated Vehicle,0
2015-06,Auxiliary Trailer,0
2015-06,Breakdown Van,0
2015-06,Bulldozer,0
2015-06,Bus,0
2015-06,Camper Van / Trailer,0
2015-06,Camper Van / Trailer (Private Use),1
2015-06,Cash Van,0
2015-06,Construction Equipment Vehicle,0
2015-06,Construction Equipment Vehicle (Commercial),0
2015-06,Crane Mounted Vehicle,0
2015-06,Dumper,0
2015-06,E-Rickshaw(P),29
2015-06,Earth Moving Equipment,0
2015-06,Educational Institution Bus,0
2015-06,Excavator (Commercial),0
2015-06,Excavator (Nt),0
2015-06,Fire Fighting Vehicle,0
2015-06,Fire Tenders,0
2015-06,Fork Lift,0
2015-06,Goods Carrier,1
2015-06,Harvester,0
2015-06,Hearses,0
2015-06,Luxury Cab,0
2015-06,M-Cycle/Scooter,148
2015-06,M-Cycle/Scooter-With Side Car,0
2015-06,Maxi Cab,0
2015-06,Mobile Clinic,0
2015-06,Mobile Workshop,0
2015-06,Moped,9
2015-06,Motor Cab,10
2015-06,Motor Car,65
2015-06,Motor Cycle/Scooter-Sidecar(T),0
2015-06,Motor Cycle/Scooter-Used For Hire,0
2015-06,Motorised Cycle (Cc > 25Cc),0
2015-06,Omni Bus,0
2015-06,Omni Bus (Private Use),0
2015-06,Power Tiller,0
2015-06,Power Tiller (Commercial),0
2015-06,Private Service Vehicle,0
2015-06,Private Service Vehicle (Individual Use),0
2015-06,Recovery Vehicle,0
2015-06,Road Roller,0
2015-06,Three Wheeler (Goods),2
2015-06,Three Wheeler (Passenger),15
2015-06,Three Wheeler (Personal),0
2015-06,Tow Truck,0
2015-06,Tractor (Commercial),0
2015-06,Tractor-Trolley(Commercial),0
2015-06,Trailer (Agricultural),3
2015-06,Trailer (Commercial),1
2015-06,Trailer For Personal Use,0
2015-06,Tree Trimming Vehicle,0
2015-06,Vehicle Fitted With Compressor,0
2015-06,Vehicle Fitted With Generator,0
2015-06,Vehicle Fitted With Rig,0
2015-07,Adapted Vehicle,0
2015-07,Agricultural Tractor,1
2015-07,Ambulance,0
2015-07,Animal Ambulance,0
2015-07,Articulated Vehicle,0
2015-07,Breakdown Van,0
2015-07,Bulldozer,0
2015-07,Bus,1
2015-07,Camper Van / Trailer,0
2015-07,Camper Van / Trailer (Private Use),0
2015-07,Cash Van,0
2015-07,Construction Equipment Vehicle,0
2015-07,Construction Equipment Vehicle (Commercial),0
2015-07,Crane Mounted Vehicle,1
2015-07,Dumper,0
2015-07,E-Rickshaw(P),125
2015-07,Earth Moving Equipment,0
2015-07,Educational Institution Bus,0
2015-07,Excavator (Commercial),0
2015-07,Excavator (Nt),0
2015-07,Fire Fighting Vehicle,0
2015-07,Fire Tenders,0
2015-07,Fork Lift,3
2015-07,Goods Carrier,2
2015-07,Harvester,0
2015-07,Hearses,0
2015-07,Library Van,0
2015-07,Luxury Cab,0
2015-07,M-Cycle/Scooter,103
2015-07,M-Cycle/Scooter-With Side Car,0
2015-07,Maxi Cab,0
2015-07,Mobile Clinic,0
2015-07,Mobile Workshop,0
2015-07,Moped,10
2015-07,Motor Cab,12
2015-07,Motor Car,68
2015-07,Motor Cycle/Scooter-Sidecar(T),0
2015-07,Motor Cycle/Scooter-Used For Hire,0
2015-07,Motorised Cycle (Cc > 25Cc),0
2015-07,Omni Bus,0
2015-07,Omni Bus (Private Use),0
2015-07,Power Tiller,0
2015-07,Power Tiller (Commercial),0
2015-07,Private Service Vehicle,0
2015-07,Private Service Vehicle (Individual Use),0
2015-07,Recovery Vehicle,0
2015-07,Road Roller,0
2015-07,Three Wheeler (Goods),0
2015-07,Three Wheeler (Passenger),48
2015-07,Three Wheeler (Personal),0
2015-07,Tow Truck,0
2015-07,Tower Wagon,0
2015-07,Tractor (Commercial),0
2015-07,Tractor-Trolley(Commercial),0
2015-07,Trailer (Agricultural),5
2015-07,Trailer (Commercial),4
2015-07,Trailer For Personal Use,0
2015-07,Vehicle Fitted With Compressor,0
2015-07,Vehicle Fitted With Generator,0
2015-07,Vehicle Fitted With Rig,0
2015-08,Adapted Vehicle,0
2015-08,Agricultural Tractor,2
2015-08,Ambulance,0
2015-08,Animal Ambulance,0
2015-08,Articulated Vehicle,0
2015-08,Breakdown Van,0
2015-08,Bulldozer,0
2015-08,Bus,0
2015-08,Camper Van / Trailer,0
2015-08,Camper Van / Trailer (Private Use),0
2015-08,Cash Van,0
2015-08,Construction Equipment Vehicle,0
2015-08,Construction Equipment Vehicle (Commercial),0
2015-08,Crane Mounted Vehicle,0
2015-08,Dumper,0
2015-08,E-Rickshaw With Cart (G),1
2015-08,E-Rickshaw(P),502
2015-08,Earth Moving Equipment,0
2015-08,Educational Institution Bus,0
2015-08,Excavator (Commercial),0
2015-08,Excavator (Nt),0
2015-08,Fire Fighting Vehicle,0
2015-08,Fire Tenders,0
2015-08,Fork Lift,0
2015-08,Goods Carrier,1
2015-08,Harvester,0
2015-08,Hearses,0
2015-08,Library Van,0
2015-08,Luxury Cab,0
2015-08,M-Cycle/Scooter,107
2015-08,M-Cycle/Scooter-With Side Car,1
2015-08,Maxi Cab,0
2015-08,Mobile Canteen,0
2015-08,Mobile Clinic,0
2015-08,Mobile Workshop,0
2015-08,Moped,9
2015-08,Motor Cab,7
2015-08,Motor Car,53
2015-08,Motor Cycle/Scooter-Sidecar(T),0
2015-08,Motor Cycle/Scooter-Used For Hire,0
2015-08,Motorised Cycle (Cc > 25Cc),1
2015-08,Omni Bus,0
2015-08,Omni Bus (Private Use),0
2015-08,Power Tiller (Commercial),0
2015-08,Private Service Vehicle,0
2015-08,Private Service Vehicle (Individual Use),0
2015-08,Recovery Vehicle,0
2015-08,Road Roller,0
2015-08,Three Wheeler (Goods),0
2015-08,Three Wheeler (Passenger),18
2015-08,Three Wheeler (Personal),0
2015-08,Tower Wagon,0
2015-08,Tractor (Commercial),0
2015-08,Tractor-Trolley(Commercial),0
2015-08,Trailer (Agricultural),6
2015-08,Trailer (Commercial),3
2015-08,Trailer For Personal Use,0
2015-08,Vehicle Fitted With Compressor,0
2015-08,Vehicle Fitted With Generator,0
2015-08,Vehicle Fitted With Rig,0
2015-09,Adapted Vehicle,0
2015-09,Agricultural Tractor,3
2015-09,Ambulance,0
2015-09,Animal Ambulance,0
2015-09,Articulated Vehicle,0
2015-09,Auxiliary Trailer,0
2015-09,Breakdown Van,0
2015-09,Bulldozer,0
2015-09,Bus,0
2015-09,Camper Van / Trailer,0
2015-09,Camper Van / Trailer (Private Use),0
2015-09,Cash Van,0
2015-09,Construction Equipment Vehicle,0
2015-09,Construction Equipment Vehicle (Commercial),0
2015-09,Crane Mounted Vehicle,0
2015-09,Dumper,0
2015-09,E-Rickshaw With Cart (G),1
2015-09,E-Rickshaw(P),690
2015-09,Earth Moving Equipment,0
2015-09,Educational Institution Bus,0
2015-09,Excavator (Commercial),0
2015-09,Excavator (Nt),0
2015-09,Fire Fighting Vehicle,0
2015-09,Fire Tenders,0
2015-09,Fork Lift,3
2015-09,Goods Carrier,2
2015-09,Harvester,0
2015-09,Hearses,0
2015-09,Luxury Cab,0
2015-09,M-Cycle/Scooter,122
2015-09,M-Cycle/Scooter-With Side Car,0
2015-09,Maxi Cab,1
2015-09,Mobile Clinic,0
2015-09,Mobile Workshop,0
2015-09,Moped,2
2015-09,Motor Cab,5
2015-09,Motor Car,46
2015-09,Motor Cycle/Scooter-Sidecar(T),0
2015-09,Motor Cycle/Scooter-Used For Hire,0
2015-09,Motorised Cycle (Cc > 25Cc),0
2015-09,Omni Bus,0
2015-09,Omni Bus (Private Use),0
2015-09,Power Tiller (Commercial),0
2015-09,Private Service Vehicle,0
2015-09,Private Service Vehicle (Individual Use),0
2015-09,Recovery Vehicle,0
2015-09,Road Roller,0
2015-09,Three Wheeler (Goods),0
2015-09,Three Wheeler (Passenger),83
2015-09,Three Wheeler (Personal),0
2015-09,Tow Truck,0
2015-09,Tower Wagon,0
2015-09,Tractor (Commercial),1
2015-09,Tractor-Trolley(Commercial),0
2015-09,Trailer (Agricultural),6
2015-09,Trailer (Commercial),2
2015-09,Trailer For Personal Use,1
2015-09,Vehicle Fitted With Compressor,0
2015-09,Vehicle Fitted With Generator,0
2015-09,Vehicle Fitted With Rig,0
2015-10,Adapted Vehicle,0
2015-10,Agricultural Tractor,3
2015-10,Ambulance,0
2015-10,Animal Ambulance,0
2015-10,Articulated Vehicle,0
2015-10,Breakdown Van,0
2015-10,Bus,0
2015-10,Camper Van / Trailer,0
2015-10,Camper Van / Trailer (Private Use),0
2015-10,Cash Van,0
2015-10,Construction Equipment Vehicle,0
2015-10,Construction Equipment Vehicle (Commercial),0
2015-10,Crane Mounted Vehicle,0
2015-10,Dumper,0
2015-10,E-Rickshaw With Cart (G),2
2015-10,E-Rickshaw(P),818
2015-10,Earth Moving Equipment,0
2015-10,Educational Institution Bus,0
2015-10,Excavator (Commercial),0
2015-10,Excavator (Nt),0
2015-10,Fire Fighting Vehicle,0
2015-10,Fire Tenders,0
2015-10,Fork Lift,0
2015-10,Goods Carrier,1
2015-10,Harvester,0
2015-10,Hearses,0
2015-10,Library Van,0
2015-10,Luxury Cab,0
2015-10,M-Cycle/Scooter,124
2015-10,M-Cycle/Scooter-With Side Car,0
2015-10,Maxi Cab,0
2015-10,Mobile Clinic,0
2015-10,Mobile Workshop,0
2015-10,Moped,15
2015-10,Motor Cab,9
2015-10,Motor Car,52
2015-10,Motor Cycle/Scooter-Sidecar(T),0
2015-10,Motor Cycle/Scooter-Used For Hire,0
2015-10,Motorised Cycle (Cc > 25Cc),0
2015-10,Omni Bus,0
2015-10,Omni Bus (Private Use),0
2015-10,Power Tiller (Commercial),0
2015-10,Private Service Vehicle,0
2015-10,Private Service Vehicle (Individual Use),0
2015-10,Recovery Vehicle,0
2015-10,Road Roller,0
2015-10,Three Wheeler (Goods),0
2015-10,Three Wheeler (Passenger),41
2015-10,Three Wheeler (Personal),0
2015-10,Tow Truck,0
2015-10,Tractor (Commercial),1
2015-10,Tractor-Trolley(Commercial),0
2015-10,Trailer (Agricultural),3
2015-10,Trailer (Commercial),4
2015-10,Trailer For Personal Use,0
2015-10,Vehicle Fitted With Compressor,0
2015-10,Vehicle Fitted With Generator,0
2015-10,Vehicle Fitted With Rig,0
2015-11,Adapted Vehicle,1
2015-11,Agricultural Tractor,0
2015-11,Ambulance,0
2015-11,Animal Ambulance,0
2015-11,Articulated Vehicle,0
2015-11,Bulldozer,0
2015-11,Bus,0
2015-11,Camper Van / Trailer,0
2015-11,Camper Van / Trailer (Private Use),0
2015-11,Cash Van,0
2015-11,Construction Equipment Vehicle,0
2015-11,Construction Equipment Vehicle (Commercial),0
2015-11,Crane Mounted Vehicle,0
2015-11,Dumper,0
2015-11,E-Rickshaw With Cart (G),3
2015-11,E-Rickshaw(P),1047
2015-11,Earth Moving Equipment,0
2015-11,Educational Institution Bus,0
2015-11,Excavator (Commercial),0
2015-11,Excavator (Nt),0
2015-11,Fire Fighting Vehicle,0
2015-11,Fire Tenders,0
2015-11,Fork Lift,2
2015-11,Goods Carrier,1
2015-11,Harvester,0
2015-11,Hearses,0
2015-11,Library Van,0
2015-11,Luxury Cab,0
2015-11,M-Cycle/Scooter,108
2015-11,M-Cycle/Scooter-With Side Car,0
2015-11,Maxi Cab,0
2015-11,Mobile Clinic,0
2015-11,Mobile Workshop,0
2015-11,Moped,5
2015-11,Motor Cab,1
2015-11,Motor Car,51
2015-11,Motor Cycle/Scooter-Sidecar(T),0
2015-11,Motor Cycle/Scooter-Used For Hire,0
2015-11,Motorised Cycle (Cc > 25Cc),0
2015-11,Omni Bus,0
2015-11,Omni Bus (Private Use),0
2015-11,Power Tiller (Commercial),0
2015-11,Private Service Vehicle,0
2015-11,Private Service Vehicle (Individual Use),0
2015-11,Recovery Vehicle,0
2015-11,Road Roller,0
2015-11,Three Wheeler (Goods),0
2015-11,Three Wheeler (Passenger),27
2015-11,Three Wheeler (Personal),0
2015-11,Tow Truck,0
2015-11,Tower Wagon,0
2015-11,Tractor (Commercial),0
2015-11,Tractor-Trolley(Commercial),0
2015-11,Trailer (Agricultural),3
2015-11,Trailer (Commercial),2
2015-11,Trailer For Personal Use,0
2015-11,Tree Trimming Vehicle,0
2015-11,Vehicle Fitted With Compressor,0
2015-11,Vehicle Fitted With Generator,0
2015-11,Vehicle Fitted With Rig,0
2015-12,Adapted Vehicle,0
2015-12,Agricultural Tractor,2
2015-12,Ambulance,0
2015-12,Animal Ambulance,0
2015-12,Articulated Vehicle,0
2015-12,Breakdown Van,0
2015-12,Bulldozer,0
2015-12,Bus,0
2015-12,Camper Van / Trailer,0
2015-12,Camper Van / Trailer (Private Use),0
2015-12,Cash Van,0
2015-12,Construction Equipment Vehicle,1
2015-12,Construction Equipment Vehicle (Commercial),0
2015-12,Crane Mounted Vehicle,0
2015-12,Dumper,0
2015-12,E-Rickshaw With Cart (G),3
2015-12,E-Rickshaw(P),1856
2015-12,Earth Moving Equipment,0
2015-12,Educational Institution Bus,0
2015-12,Excavator (Commercial),0
2015-12,Excavator (Nt),0
2015-12,Fire Fighting Vehicle,0
2015-12,Fire Tenders,0
2015-12,Fork Lift,4
2015-12,Goods Carrier,0
2015-12,Harvester,0
2015-12,Hearses,0
2015-12,Library Van,0
2015-12,Luxury Cab,0
2015-12,M-Cycle/Scooter,123
2015-12,M-Cycle/Scooter-With Side Car,0
2015-12,Maxi Cab,0
2015-12,Mobile Clinic,0
2015-12,Mobile Workshop,0
2015-12,Moped,17
2015-12,Motor Cab,36
2015-12,Motor Car,64
2015-12,Motor Cycle/Scooter-Sidecar(T),0
2015-12,Motor Cycle/Scooter-Used For Hire,0
2015-12,Motorised Cycle (Cc > 25Cc),0
2015-12,Omni Bus,0
2015-12,Omni Bus (Private Use),0
2015-12,Power Tiller,0
2015-12,Power Tiller (Commercial),0
2015-12,Private Service Vehicle,0
2015-12,Private Service Vehicle (Individual Use),0
2015-12,Recovery Vehicle,0
2015-12,Road Roller,0
2015-12,Three Wheeler (Goods),3
2015-12,Three Wheeler (Passenger),68
2015-12,Three Wheeler (Personal),0
2015-12,Tow Truck,0
2015-12,Tractor (Commercial),0
2015-12,Tractor-Trolley(Commercial),0
2015-12,Trailer (Agricultural),3
2015-12,Trailer (Commercial),4
2015-12,Trailer For Personal Use,0
2015-12,Tree Trimming Vehicle,0
2015-12,Vehicle Fitted With Compressor,0
2015-12,Vehicle Fitted With Generator,0
2015-12,Vehicle Fitted With Rig,0
2016-01,Adapted Vehicle,1
2016-01,Agricultural Tractor,1
2016-01,Ambulance,0
2016-01,Animal Ambulance,0
2016-01,Articulated Vehicle,0
2016-01,Auxiliary Trailer,0
2016-01,Breakdown Van,0
2016-01,Bulldozer,0
2016-01,Bus,1
2016-01,Camper Van / Trailer,0
2016-01,Camper Van / Trailer (Private Use),0
2016-01,Cash Van,0
2016-01,Construction Equipment Vehicle,0
2016-01,Construction Equipment Vehicle (Commercial),0
2016-01,Crane Mounted Vehicle,0
2016-01,Dumper,0
2016-01,E-Rickshaw With Cart (G),7
2016-01,E-Rickshaw(P),1631
2016-01,Earth Moving Equipment,0
2016-01,Educational Institution Bus,0
2016-01,Excavator (Commercial),0
2016-01,Excavator (Nt),0
2016-01,Fire Fighting Vehicle,0
2016-01,Fire Tenders,0
2016-01,Fork Lift,0
2016-01,Goods Carrier,3
2016-01,Harvester,0
2016-01,Hearses,0
2016-01,Library Van,0
2016-01,Luxury Cab,0
2016-01,M-Cycle/Scooter,108
2016-01,M-Cycle/Scooter-With Side Car,0
2016-01,Maxi Cab,0
2016-01,Mobile Canteen,0
2016-01,Mobile Clinic,0
2016-01,Mobile Workshop,0
2016-01,Moped,10
2016-01,Motor Cab,7
2016-01,Motor Car,79
2016-01,Motor Cycle/Scooter-Sidecar(T),0
2016-01,Motor Cycle/Scooter-Used For Hire,0
